pr_number,url,title,state,merged,author,created_at,merged_at,labels,files_changed,additions,deletions,changed_files_sample,score,needs_docs,confidence,signals
2909,https://github.com/NVIDIA/infra-controller/pull/2909,refactor(site-explorer): clarify BlueField part-number checks,closed,True,poroh,2026-06-26T04:06:33Z,2026-06-26T15:57:15Z,,4,134,77,crates/api-core/src/ipxe.rs|crates/api-model/src/machine/mod.rs|crates/api-model/src/site_explorer/mod.rs|crates/site-explorer/src/lib.rs,7,yes,medium,high-signal-path|strong-keywords:5|weak-keywords:1|negative-keywords:1
2986,https://github.com/NVIDIA/infra-controller/pull/2986,fix(rest-api): pin workflow-schema protobuf plugins to CI versions,closed,True,osu,2026-06-29T19:21:11Z,2026-06-29T23:58:08Z,,1,3,4,rest-api/workflow-schema/buf.gen.yaml,7,yes,medium,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:2|weak-keywords:1|negative-keywords:2
3042,https://github.com/NVIDIA/infra-controller/pull/3042,fix(helm): move vpc-vni pool out of FNN section to fix duplicate-key …,closed,True,shayan1995,2026-06-30T21:48:27Z,2026-07-01T00:07:45Z,,1,8,9,helm-prereqs/values/nico-core.yaml,7,yes,medium,ops/config-path|config-or-schema-file|strong-keywords:3|weak-keywords:1
2034,https://github.com/NVIDIA/infra-controller/pull/2034,Make NICo storage class handling configurable,closed,True,praveendhawan,2026-06-01T06:15:43Z,2026-06-04T16:43:55Z,,4,24,6,helm-prereqs/README.md|helm-prereqs/setup.sh|helm-prereqs/templates/postgresql.yaml|helm-prereqs/values.yaml,6,yes,medium,ops/config-path|config-or-schema-file|non-doc-markdown-only-hint|strong-keywords:7|weak-keywords:1|negative-keywords:1
2182,https://github.com/NVIDIA/infra-controller/pull/2182,docs(configuration): add Configurability guide FORGE-8271,closed,True,shayan1995,2026-06-04T04:42:51Z,2026-06-04T08:26:39Z,,1,1138,0,book/src/configuration/configurability.md,6,yes,medium,high-signal-path|non-doc-markdown-only-hint|strong-keywords:8|weak-keywords:1|negative-keywords:1
2215,https://github.com/NVIDIA/infra-controller/pull/2215,[#2210] bug: fix metadata identity API call from host instance,closed,True,prbinu-nvidia,2026-06-04T21:07:51Z,2026-06-05T03:15:44Z,,2,22,4,crates/agent/src/instance_metadata_endpoint.rs|crates/api-db/src/tenant_identity_config.rs,6,yes,medium,high-signal-path|strong-keywords:9|weak-keywords:1|negative-keywords:2
2235,https://github.com/NVIDIA/infra-controller/pull/2235,fix: fallback to lenovo fw config for lenovo-ami machines,closed,True,krish-nvidia,2026-06-05T15:54:05Z,2026-06-08T15:34:40Z,,9,120,8,Cargo.lock|Cargo.toml|crates/bmc-mock/src/hw/mod.rs|crates/bmc-vendor/src/lib.rs|crates/firmware/src/config.rs|crates/firmware/src/tests/config.rs|crates/redfish/src/libredfish/conv.rs|crates/site-explorer/src/redfish.rs,6,yes,medium,config-or-schema-file|strong-keywords:8|weak-keywords:2|negative-keywords:1
2279,https://github.com/NVIDIA/infra-controller/pull/2279,chore: raise the metadata label cap from 10 to 16,closed,True,chet,2026-06-05T23:56:17Z,2026-06-06T17:23:35Z,,2,34,6,crates/api-core/src/tests/common/metadata.rs|crates/api-model/src/metadata.rs,6,yes,medium,high-signal-path|strong-keywords:6|weak-keywords:1|negative-keywords:2
2363,https://github.com/NVIDIA/infra-controller/pull/2363,chore(rest-api): Migrate AllocationConstraint and Domain DAOs to use param structs,closed,True,nvlitagaki,2026-06-10T17:25:21Z,2026-06-12T20:51:35Z,,20,846,612,rest-api/api/pkg/api/handler/allocation.go|rest-api/api/pkg/api/handler/allocationconstraint.go|rest-api/api/pkg/api/handler/allocationconstraint_test.go|rest-api/api/pkg/api/handler/instance_test.go|rest-api/api/pkg/api/handler/instancetype.go|rest-api/api/pkg/api/handler/ipblock.go|rest-api/api/pkg/api/handler/ipblock_test.go|rest-api/api/pkg/api/handler/machine_test.go,6,yes,medium,high-signal-path|ops/config-path|strong-keywords:2|weak-keywords:1|negative-keywords:2
2430,https://github.com/NVIDIA/infra-controller/pull/2430,chore: Clean up cloud-unsafe-op logic in admin-cli,closed,True,kensimon,2026-06-10T21:21:02Z,2026-06-11T11:47:02Z,,22,68,217,crates/admin-cli/src/cfg/runtime.rs|crates/admin-cli/src/errors.rs|crates/admin-cli/src/instance/allocate/cmd.rs|crates/admin-cli/src/instance/allocate/mod.rs|crates/admin-cli/src/instance/common.rs|crates/admin-cli/src/instance/mod.rs|crates/admin-cli/src/instance/release/cmd.rs|crates/admin-cli/src/instance/release/mod.rs,6,yes,medium,high-signal-path|strong-keywords:5|weak-keywords:1|negative-keywords:2
2454,https://github.com/NVIDIA/infra-controller/pull/2454,fix: strongly type expected host NIC fixed gateways as IpAddr,closed,True,chet,2026-06-11T05:57:32Z,2026-06-12T07:41:20Z,,3,93,3,crates/api-core/src/tests/expected_machine.rs|crates/api-model/src/expected_machine.rs|crates/rpc/src/model/expected_machine.rs,6,yes,medium,high-signal-path|strong-keywords:7|weak-keywords:1|negative-keywords:2
2502,https://github.com/NVIDIA/infra-controller/pull/2502,test(api-model): fold tests onto carbide-test-support,closed,True,chet,2026-06-12T06:58:58Z,2026-06-12T09:32:39Z,,21,2374,1533,crates/api-model/src/allocation_type.rs|crates/api-model/src/controller_outcome.rs|crates/api-model/src/dpa_interface/mod.rs|crates/api-model/src/expected_machine.rs|crates/api-model/src/extension_service/mod.rs|crates/api-model/src/hardware_info.rs|crates/api-model/src/health.rs|crates/api-model/src/instance/config/network.rs,6,yes,medium,high-signal-path|strong-keywords:9|weak-keywords:1|negative-keywords:2
2589,https://github.com/NVIDIA/infra-controller/pull/2589,feat(rest-api): Auto-create Site IP Blocks from Site fabric prefixes,closed,True,osu,2026-06-15T04:53:25Z,2026-06-24T21:35:35Z,,19,979,0,rest-api/site-agent/pkg/components/managers/manager.go|rest-api/site-agent/pkg/components/managers/manageraccess.go|rest-api/site-agent/pkg/components/managers/managerapi/managerapi.go|rest-api/site-agent/pkg/components/managers/managerapi/site_api.go|rest-api/site-agent/pkg/components/managers/site/access.go|rest-api/site-agent/pkg/components/managers/site/cron.go|rest-api/site-agent/pkg/components/managers/site/init.go|rest-api/site-agent/pkg/components/managers/site/publisher.go,6,yes,medium,high-signal-path|ops/config-path|strong-keywords:3|negative-keywords:2
2623,https://github.com/NVIDIA/infra-controller/pull/2623,fix(rest-postgres): idempotent DB init so a partial init can't silently drop databases,closed,True,kirson-git,2026-06-16T12:57:11Z,2026-06-25T04:17:09Z,,1,17,18,rest-api/deploy/kustomize/base/postgres/init-configmap.yaml,6,yes,medium,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:1|negative-keywords:1
2712,https://github.com/NVIDIA/infra-controller/pull/2712,feat: resolve a host's boot interface from predictions before its first lease,closed,True,chet,2026-06-20T15:45:39Z,2026-06-21T06:01:40Z,,5,309,45,crates/api-core/src/handlers/bmc_endpoint_explorer.rs|crates/api-model/src/machine/mod.rs|crates/machine-controller/src/boot_interface.rs|crates/machine-controller/src/handler.rs|crates/machine-controller/src/handler/bios_config.rs,6,yes,medium,high-signal-path|strong-keywords:3|weak-keywords:1|negative-keywords:1
2713,https://github.com/NVIDIA/infra-controller/pull/2713,"test(api-model,rpc,uuid): collapse per-variant clusters and drop redundant tests",closed,True,chet,2026-06-20T15:59:28Z,2026-06-21T06:01:29Z,,7,107,444,crates/api-model/src/allocation_type.rs|crates/api-model/src/controller_outcome.rs|crates/api-model/src/machine/network.rs|crates/api-model/src/machine/upgrade_policy.rs|crates/api-model/src/site_explorer/mod.rs|crates/rpc/src/model/tenant.rs|crates/uuid/src/rack/mod.rs,6,yes,medium,high-signal-path|strong-keywords:3|weak-keywords:1|negative-keywords:1
2721,https://github.com/NVIDIA/infra-controller/pull/2721,feat: honor a declared primary NIC in the explored boot default,closed,True,chet,2026-06-21T06:25:27Z,2026-06-22T05:17:08Z,,3,70,2,crates/api-model/src/site_explorer/mod.rs|crates/site-explorer/src/lib.rs|crates/site-explorer/tests/site_explorer.rs,6,yes,medium,high-signal-path|strong-keywords:3|weak-keywords:1|negative-keywords:1
2782,https://github.com/NVIDIA/infra-controller/pull/2782,fix(health): report BMC intrusion events,closed,True,osu,2026-06-23T04:34:06Z,2026-06-25T01:49:15Z,,6,408,3,crates/health/src/lib.rs|crates/health/src/processor/intrusion_events.rs|crates/health/src/processor/mod.rs|crates/health/src/sink/events.rs|deploy/nico-base/hardware-health/deployment.yaml|helm/charts/nico-hardware-health/values.yaml,6,yes,medium,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:2|negative-keywords:2
2807,https://github.com/NVIDIA/infra-controller/pull/2807,docs: Add REST Core proxy agent guidance,closed,True,kfelternv,2026-06-23T18:55:15Z,2026-06-30T17:55:29Z,low risk,2,83,0,rest-api/AGENTS.md|rest-api/skills/rest-core-grpc-proxy/SKILL.md,6,yes,medium,high-signal-path|ops/config-path|non-doc-markdown-only-hint|strong-keywords:2
2827,https://github.com/NVIDIA/infra-controller/pull/2827,fix: Allow extension service reuse after soft delete,closed,True,hanyux-nv,2026-06-23T22:16:04Z,2026-06-24T16:17:53Z,,2,51,0,crates/api-core/src/tests/extension_service.rs|crates/api-db/migrations/20260622165000_extension_services_unique_active_name.sql,6,yes,medium,config-or-schema-file|strong-keywords:6|weak-keywords:2|negative-keywords:1
2908,https://github.com/NVIDIA/infra-controller/pull/2908,fix(site-agent): fix flowgrpc CrashLoopBackOff on startup,closed,True,shayan1995,2026-06-26T03:48:48Z,2026-06-26T19:44:45Z,,3,202,149,helm-prereqs/setup.sh|rest-api/site-agent/pkg/components/managers/flowgrpc/init.go|rest-api/site-agent/pkg/components/managers/flowgrpc/metrics.go,6,yes,medium,high-signal-path|ops/config-path|weak-keywords:1
2945,https://github.com/NVIDIA/infra-controller/pull/2945,feat: nvswitch telemetry gaps,closed,True,mkoci,2026-06-27T19:27:28Z,2026-06-30T01:52:54Z,,13,4397,267,crates/health/example/config.example.toml|crates/health/src/collectors/nmxt.rs|crates/health/src/collectors/nvue/gnmi/client.rs|crates/health/src/collectors/nvue/gnmi/sample_processor.rs|crates/health/src/collectors/nvue/gnmi/subscriber.rs|crates/health/src/collectors/nvue/rest/client.rs|crates/health/src/collectors/nvue/rest/collector.rs|crates/health/src/collectors/nvue/tls.rs,6,yes,medium,config-or-schema-file|strong-keywords:6|weak-keywords:1
2953,https://github.com/NVIDIA/infra-controller/pull/2953,chore(admin-cli): realign straggling commands onto Dispatch + Run,closed,True,chet,2026-06-28T07:57:15Z,2026-06-28T12:59:57Z,,46,1112,1161,crates/admin-cli/src/attestation/measured_boot/bundle/args.rs|crates/admin-cli/src/attestation/measured_boot/bundle/cmds.rs|crates/admin-cli/src/attestation/measured_boot/global/cmds.rs|crates/admin-cli/src/attestation/measured_boot/journal/args.rs|crates/admin-cli/src/attestation/measured_boot/journal/cmds.rs|crates/admin-cli/src/attestation/measured_boot/machine/args.rs|crates/admin-cli/src/attestation/measured_boot/machine/cmds.rs|crates/admin-cli/src/attestation/measured_boot/mod.rs,6,yes,medium,high-signal-path|strong-keywords:2|weak-keywords:2|negative-keywords:1
2964,https://github.com/NVIDIA/infra-controller/pull/2964,feat(rest): add site prerequisite bootstrap workflow,closed,True,osu,2026-06-29T07:27:15Z,2026-06-30T01:51:11Z,,6,2023,3,rest-api/cli/README.md|rest-api/cli/examples/site-prerequisites.yaml|rest-api/cli/pkg/app.go|rest-api/cli/pkg/commands.go|rest-api/cli/pkg/site_bootstrap.go|rest-api/cli/pkg/site_bootstrap_test.go,6,yes,medium,high-signal-path|ops/config-path|config-or-schema-file|non-doc-markdown-only-hint|strong-keywords:11|weak-keywords:1|negative-keywords:5
2979,https://github.com/NVIDIA/infra-controller/pull/2979,change: nv-redfish 0.10.4,closed,True,yoks,2026-06-29T17:29:39Z,2026-06-29T18:45:59Z,,2,11,11,Cargo.lock|Cargo.toml,6,yes,medium,config-or-schema-file|strong-keywords:6|weak-keywords:2|negative-keywords:1
2999,https://github.com/NVIDIA/infra-controller/pull/2999,fix(otelecho): log trace ID as a structured field,closed,True,CTOmari360,2026-06-29T23:40:34Z,2026-06-30T16:32:55Z,,2,61,1,rest-api/common/pkg/otelecho/echo.go|rest-api/common/pkg/otelecho/echo_test.go,6,yes,medium,high-signal-path|ops/config-path|strong-keywords:1|weak-keywords:1|negative-keywords:1
3040,https://github.com/NVIDIA/infra-controller/pull/3040,fix: Bump nico-nsm base image to alpine 3.24 to resolve container CVEs,closed,True,kfelternv,2026-06-30T19:51:47Z,2026-07-01T00:16:22Z,,2,2,2,rest-api/docker/local/Dockerfile.nico-nsm|rest-api/docker/production/Dockerfile.nico-nsm,6,yes,medium,high-signal-path|ops/config-path|weak-keywords:1
3044,https://github.com/NVIDIA/infra-controller/pull/3044,fix(bmc-explorer): skip BF4 boot options with null Members,closed,True,poroh,2026-06-30T23:44:37Z,2026-07-01T00:45:45Z,,18,137,55,Cargo.lock|crates/bmc-explorer/Cargo.toml|crates/bmc-explorer/src/chassis.rs|crates/bmc-explorer/src/computer_system.rs|crates/bmc-explorer/src/lib.rs|crates/bmc-explorer/src/test_support.rs|crates/bmc-explorer/tests/bluefield3_explore.rs|crates/bmc-mock/src/hw/bluefield3.rs,6,yes,medium,config-or-schema-file|strong-keywords:5|weak-keywords:3|negative-keywords:1
1813,https://github.com/NVIDIA/infra-controller/pull/1813,(feat) rvs: implement SOT artifact caching pipeline and HTTP cache server,closed,True,maxo-nv,2026-05-19T16:53:46Z,2026-06-03T15:50:25Z,,22,1082,232,Cargo.toml|crates/rvs/Cargo.toml|crates/rvs/doc/example_config.toml|crates/rvs/src/artifact/io.rs|crates/rvs/src/artifact/mod.rs|crates/rvs/src/bin/carbide-rvs.rs|crates/rvs/src/bin/test-artifact-cache.rs|crates/rvs/src/client/io.rs,5,maybe,medium,config-or-schema-file|strong-keywords:10|weak-keywords:2|negative-keywords:2
2018,https://github.com/NVIDIA/infra-controller/pull/2018,add node exporter sidecar,closed,True,wminckler,2026-05-29T23:04:03Z,2026-06-03T15:55:08Z,,3,208,0,bluefield/charts/nico-otelcol/templates/daemonset.yaml|bluefield/charts/nico-otelcol/tests/node_exporter_test.yaml|bluefield/charts/nico-otelcol/values.yaml,5,maybe,medium,config-or-schema-file|strong-keywords:7|weak-keywords:1|negative-keywords:1
2074,https://github.com/NVIDIA/infra-controller/pull/2074,feat: Allow user to provide a custom imagepullsecret for the mandatoy services.,closed,True,abvarshney-nv,2026-06-02T16:39:39Z,2026-06-03T06:57:21Z,,2,78,1,crates/api-core/src/cfg/file.rs|crates/api-core/src/setup.rs,5,maybe,medium,strong-keywords:6|weak-keywords:2|negative-keywords:1
2129,https://github.com/NVIDIA/infra-controller/pull/2129,refactor(test-support): move secrets test fixtures behind feature,closed,True,poroh,2026-06-02T19:47:29Z,2026-06-03T00:33:34Z,,26,542,449,Cargo.lock|crates/api-core/Cargo.toml|crates/api-core/src/credentials/bmc_session_manager.rs|crates/api-core/src/lib.rs|crates/api-core/src/test_support/default_config.rs|crates/api-core/src/test_support/mod.rs|crates/api-core/src/tests/common/api_fixtures/mod.rs|crates/api-core/src/tests/common/mod.rs,5,maybe,medium,config-or-schema-file|strong-keywords:9|weak-keywords:3|negative-keywords:2
2130,https://github.com/NVIDIA/infra-controller/pull/2130,fix: wired direct path for rms firmware update,closed,True,anunna0,2026-06-02T20:46:57Z,2026-06-04T00:06:01Z,,14,1503,217,crates/api-core/src/handlers/attestation.rs|crates/api-core/src/handlers/component_manager.rs|crates/api-core/src/setup.rs|crates/api-test-helper/src/mock_rms.rs|crates/component-manager/src/component_manager.rs|crates/component-manager/src/compute_tray_manager.rs|crates/component-manager/src/core_compute_manager.rs|crates/component-manager/src/mock.rs,5,maybe,medium,strong-keywords:7|weak-keywords:2|negative-keywords:1
2135,https://github.com/NVIDIA/infra-controller/pull/2135,fix(preingestion): skip/return on BFB path(s) for NIC-mode DPUs,closed,True,chet,2026-06-02T22:33:01Z,2026-06-03T00:32:56Z,,5,380,21,Cargo.lock|crates/api-core/src/handlers/bmc_endpoint_explorer.rs|crates/api-core/src/tests/mod.rs|crates/api-core/src/tests/preingestion_dpu_nic_mode.rs|crates/preingestion-manager/src/lib.rs,5,maybe,medium,strong-keywords:6|weak-keywords:2|negative-keywords:1
2153,https://github.com/NVIDIA/infra-controller/pull/2153,ci(rest): post-migration cleanup ,closed,True,lachen-nv,2026-06-03T03:56:30Z,2026-06-04T18:02:10Z,,33,21,2567,.github/workflows/ci.yaml|.github/workflows/fern-docs-ci.yml|.github/workflows/notify-build-status.yml|.github/workflows/rest-build-binaries.yml|.github/workflows/rest-build-push-docker.yml|.github/workflows/rest-build-push-service.yml|.github/workflows/rest-ci.yml|.github/workflows/rest-helm-workflows.yml,5,maybe,medium,high-signal-path|ops/config-path|config-or-schema-file|non-doc-markdown-only-hint|strong-keywords:4|negative-keywords:4
2155,https://github.com/NVIDIA/infra-controller/pull/2155,chore(helm): move REST charts from rest-api/helm to helm/rest (#1755),closed,True,lachen-nv,2026-06-03T08:22:06Z,2026-06-12T03:35:31Z,,61,48,28,.github/workflows/ci.yaml|.github/workflows/rest-ci.yml|.github/workflows/rest-helm-workflows.yml|helm-prereqs/preflight.sh|helm-prereqs/setup.sh|helm/.helmignore|helm/rest/README.md|helm/rest/nico-rest-site-agent/Chart.yaml,5,maybe,medium,high-signal-path|ops/config-path|config-or-schema-file|non-doc-markdown-only-hint|strong-keywords:3|negative-keywords:3
2198,https://github.com/NVIDIA/infra-controller/pull/2198,feat(component-manager): wire power shelf and switch controllers thro…,closed,True,vinodchitraliNVIDIA,2026-06-04T16:31:26Z,2026-06-05T14:48:12Z,rack lifecycle,20,643,277,Cargo.lock|crates/api-core/src/setup.rs|crates/api-core/src/tests/common/api_fixtures/mod.rs|crates/api-core/src/tests/power_shelf_state_controller/error_state.rs|crates/api-core/src/tests/power_shelf_state_controller/maintenance.rs|crates/api-core/src/tests/power_shelf_state_controller/mod.rs|crates/api-core/src/tests/switch_state_controller/mod.rs|crates/component-manager/src/mock.rs,5,maybe,medium,config-or-schema-file|strong-keywords:7|weak-keywords:2|negative-keywords:2
2256,https://github.com/NVIDIA/infra-controller/pull/2256,chore: remove crates and containers that are no longer needed,closed,True,ianderson-nvidia,2026-06-05T18:34:26Z,2026-06-08T16:07:40Z,,22,0,3814,.github/workflows/ci.yaml|Cargo.lock|crates/sbom/Cargo.toml|crates/sbom/README.md|crates/sbom/src/files.rs|crates/sbom/src/lib.rs|crates/sbom/src/license.rs|crates/sbom/src/main.rs,5,maybe,medium,ops/config-path|config-or-schema-file|non-doc-markdown-only-hint|strong-keywords:6|weak-keywords:1|negative-keywords:2
2291,https://github.com/NVIDIA/infra-controller/pull/2291,fix: paginate DPU network status backing-machine lookups (#2137),closed,True,osu,2026-06-07T22:47:42Z,2026-06-08T23:52:50Z,,4,18,6,crates/admin-cli/src/dpu/network/cmd.rs|crates/admin-cli/src/dpu/network/mod.rs|crates/admin-cli/src/machine/network/cmd.rs|crates/admin-cli/src/machine/network/mod.rs,5,maybe,medium,high-signal-path|strong-keywords:9|weak-keywords:1|negative-keywords:3
2300,https://github.com/NVIDIA/infra-controller/pull/2300,fix(sku): add DB CHECK backstop rejecting empty SKU ID,closed,True,wminckler,2026-06-08T16:48:11Z,2026-06-10T18:21:36Z,,1,25,0,crates/api-db/migrations/20260608120000_machine_skus_id_not_empty.sql,5,maybe,medium,config-or-schema-file|strong-keywords:6|weak-keywords:1|negative-keywords:1
2318,https://github.com/NVIDIA/infra-controller/pull/2318,test(api-core): prepare DPU/host fixtures for api-model move,closed,True,poroh,2026-06-08T23:29:19Z,2026-06-09T22:42:52Z,,14,115,93,Cargo.lock|crates/api-core/Cargo.toml|crates/api-core/src/cfg/file.rs|crates/api-core/src/tests/common/api_fixtures/dpu.rs|crates/api-core/src/tests/common/api_fixtures/managed_host.rs|crates/api-core/src/tests/common/api_fixtures/mod.rs|crates/firmware/src/defaults.rs|crates/firmware/src/lib.rs,5,maybe,medium,config-or-schema-file|strong-keywords:8|weak-keywords:3|negative-keywords:2
2368,https://github.com/NVIDIA/infra-controller/pull/2368,fix(dhcp): strongly type IP address lists in kea,closed,True,chet,2026-06-10T18:28:49Z,2026-06-10T20:30:42Z,,2,88,8,crates/dhcp/src/lib.rs|crates/dhcp/src/machine.rs,5,maybe,medium,strong-keywords:7|weak-keywords:2|negative-keywords:1
2370,https://github.com/NVIDIA/infra-controller/pull/2370,fix: Update golang.org/x/crypto and x/net for security advisories,closed,True,kfelternv,2026-06-10T18:35:44Z,2026-06-22T17:00:08Z,low risk,2,23,23,rest-api/go.mod|rest-api/go.sum,5,maybe,medium,high-signal-path|ops/config-path|strong-keywords:2|weak-keywords:1|negative-keywords:3
2373,https://github.com/NVIDIA/infra-controller/pull/2373,fix: Update go-jose/go-jose/v4 to v4.1.4 for JWE decryption panic,closed,True,kfelternv,2026-06-10T18:44:00Z,2026-06-25T19:52:22Z,low risk,2,3,3,rest-api/go.mod|rest-api/go.sum,5,maybe,medium,high-signal-path|ops/config-path|strong-keywords:2|weak-keywords:1|negative-keywords:3
2374,https://github.com/NVIDIA/infra-controller/pull/2374,fix: Update OpenTelemetry modules to v1.43.0 for security advisories,closed,True,kfelternv,2026-06-10T18:47:39Z,2026-06-25T19:51:34Z,low risk,5,54,26,rest-api/go.mod|rest-api/go.sum|rest-api/site-agent/pkg/components/managers/workflow/init.go|rest-api/site-agent/pkg/components/managers/workflow/orchestrator.go|rest-api/site-agent/pkg/datatypes/managertypes/workflow/workflowtypes.go,5,maybe,medium,high-signal-path|ops/config-path|strong-keywords:2|weak-keywords:1|negative-keywords:3
2375,https://github.com/NVIDIA/infra-controller/pull/2375,fix: Update github.com/buger/jsonparser to v1.1.2 for denial of service fix,closed,True,kfelternv,2026-06-10T18:49:33Z,2026-06-22T14:35:05Z,low risk,2,3,3,rest-api/go.mod|rest-api/go.sum,5,maybe,medium,high-signal-path|ops/config-path|strong-keywords:2|weak-keywords:1|negative-keywords:3
2433,https://github.com/NVIDIA/infra-controller/pull/2433,feat: hardware-health fetch non sensor data metrics,closed,True,yoks,2026-06-10T22:00:46Z,2026-06-12T07:30:50Z,,42,2109,761,crates/bmc-mock/src/hw/bluefield3.rs|crates/bmc-mock/src/hw/dell_poweredge_r750.rs|crates/bmc-mock/src/hw/dgx_gb300_nvl.rs|crates/bmc-mock/src/hw/generic_ami.rs|crates/bmc-mock/src/hw/lenovo_gb300_nvl.rs|crates/bmc-mock/src/hw/liteon_power_shelf.rs|crates/bmc-mock/src/hw/nvidia_dgx_h100.rs|crates/bmc-mock/src/hw/nvidia_gb200.rs,5,maybe,medium,config-or-schema-file|strong-keywords:9|weak-keywords:1|negative-keywords:1
2434,https://github.com/NVIDIA/infra-controller/pull/2434,ci: split release-container tests into separate job,closed,True,poroh,2026-06-10T22:35:18Z,2026-06-11T00:38:59Z,,4,70,5,.github/workflows/ci.yaml|Makefile.toml|dev/docker/Dockerfile.release-container-aarch64|dev/docker/Dockerfile.release-container-x86_64,5,maybe,medium,ops/config-path|config-or-schema-file|strong-keywords:5|weak-keywords:1|negative-keywords:3
2439,https://github.com/NVIDIA/infra-controller/pull/2439,fix(component-manager): route fw update requests through the host reprovisioning flow for non rack-scale systems,closed,True,spydaNVIDIA,2026-06-11T00:10:52Z,2026-06-11T14:51:43Z,,1,128,14,crates/api-core/src/handlers/component_manager.rs,5,maybe,medium,strong-keywords:6|weak-keywords:2|negative-keywords:1
2458,https://github.com/NVIDIA/infra-controller/pull/2458,fix(dhcp): correctly type DHCP Option 50 as an IP address within Kea,closed,True,chet,2026-06-11T06:29:52Z,2026-06-11T14:46:03Z,,3,41,13,crates/dhcp/src/discovery.rs|crates/dhcp/src/kea/callouts.cc|crates/dhcp/src/machine.rs,5,maybe,medium,strong-keywords:7|weak-keywords:2|negative-keywords:1
2468,https://github.com/NVIDIA/infra-controller/pull/2468,fix: DPF: NICo should not check dpu-agent upgrade for DPF managed DPUs.,closed,True,abvarshney-nv,2026-06-11T12:14:20Z,2026-06-11T17:07:47Z,,3,155,10,crates/api-core/src/handlers/dpu.rs|crates/api-core/src/tests/dpu_agent_upgrade.rs|crates/api-db/src/machine.rs,5,maybe,medium,strong-keywords:6|weak-keywords:2|negative-keywords:1
2552,https://github.com/NVIDIA/infra-controller/pull/2552,test(mqttea): fold helper tests onto carbide-test-support + raise coverage,closed,True,chet,2026-06-13T01:31:56Z,2026-06-13T05:27:22Z,,8,995,0,Cargo.lock|crates/mqttea/Cargo.toml|crates/mqttea/src/client/options.rs|crates/mqttea/src/client/topic_patterns.rs|crates/mqttea/src/message_types/raw.rs|crates/mqttea/src/message_types/string.rs|crates/mqttea/src/registry/entry.rs|crates/mqttea/src/registry/types.rs,5,maybe,medium,config-or-schema-file|strong-keywords:6|weak-keywords:2|negative-keywords:2
2553,https://github.com/NVIDIA/infra-controller/pull/2553,test(config-version): fold tests onto carbide-test-support + raise coverage,closed,True,chet,2026-06-13T01:32:09Z,2026-06-13T04:06:52Z,,3,359,24,Cargo.lock|crates/config-version/Cargo.toml|crates/config-version/src/lib.rs,5,maybe,medium,config-or-schema-file|strong-keywords:7|weak-keywords:2|negative-keywords:2
2564,https://github.com/NVIDIA/infra-controller/pull/2564,test(rpc): group conversion tables into scenarios,closed,True,chet,2026-06-13T07:32:54Z,2026-06-13T13:38:35Z,,14,1041,1189,crates/rpc/src/forge_tls_client.rs|crates/rpc/src/libmlx.rs|crates/rpc/src/model/expected_machine.rs|crates/rpc/src/model/instance/config/network.rs|crates/rpc/src/model/instance/status/tenant.rs|crates/rpc/src/model/instance_type.rs|crates/rpc/src/model/metadata.rs|crates/rpc/src/model/network_security_group.rs,5,maybe,medium,high-signal-path|strong-keywords:6|weak-keywords:1|negative-keywords:3
2570,https://github.com/NVIDIA/infra-controller/pull/2570,test(admin-cli): group command tables into scenarios,closed,True,chet,2026-06-13T07:33:16Z,2026-06-13T17:11:36Z,,57,3045,3876,crates/admin-cli/src/bmc_machine/tests.rs|crates/admin-cli/src/boot_override/tests.rs|crates/admin-cli/src/component_manager/update_firmware/args.rs|crates/admin-cli/src/credential/tests.rs|crates/admin-cli/src/devenv/tests.rs|crates/admin-cli/src/domain/tests.rs|crates/admin-cli/src/dpa/tests.rs|crates/admin-cli/src/dpu/tests.rs,5,maybe,medium,high-signal-path|strong-keywords:5|weak-keywords:1|negative-keywords:3
2572,https://github.com/NVIDIA/infra-controller/pull/2572,test(api-model): group model tables into scenarios,closed,True,chet,2026-06-13T07:33:18Z,2026-06-13T14:07:08Z,,32,4778,6090,crates/api-model/src/allocation_type.rs|crates/api-model/src/attestation.rs|crates/api-model/src/controller_outcome.rs|crates/api-model/src/dpa_interface/mod.rs|crates/api-model/src/expected_machine.rs|crates/api-model/src/extension_service/mod.rs|crates/api-model/src/hardware_info.rs|crates/api-model/src/health.rs,5,maybe,medium,high-signal-path|strong-keywords:6|weak-keywords:1|negative-keywords:3
2690,https://github.com/NVIDIA/infra-controller/pull/2690,feat: honor a declared primary host NIC when selecting the boot device,closed,True,chet,2026-06-18T06:26:27Z,2026-06-19T07:52:20Z,,10,508,75,crates/api-core/src/dhcp/discover.rs|crates/api-core/src/handlers/bmc_endpoint_explorer.rs|crates/api-core/src/tests/expected_machine.rs|crates/api-db/migrations/20260616215917_predicted_machine_interface_primary.sql|crates/api-db/src/machine_interface.rs|crates/api-db/src/predicted_machine_interface.rs|crates/api-model/src/expected_machine.rs|crates/api-model/src/predicted_machine_interface.rs,5,maybe,medium,high-signal-path|config-or-schema-file|strong-keywords:2|negative-keywords:1
